loan_id,borrower_id,origination_date,maturity_date,product_type,region,sector,employment_type,age,gender,marital_status,education_level,monthly_income_npr,credit_score,loan_amount_npr,interest_rate_pct,term_months,collateral_type,pd,lgd,ead,expected_loss_npr,status,days_past_due,defaulted_flag,current_balance_npr,recovered_amount_npr,vintage,npa_flag,realized_loss_npr
L000639,B00004,2023-07-29,2025-01-29,SME,Gandaki,manufacturing,salaried,63,M,single,secondary,66688,609,169156,15.86,18,vehicle,0.4,0.5349,159799.34,34188.85,current,0,0,129665.93,0.0,2023-Q3,0,0.0
L000640,B00369,2022-01-12,2024-01-12,auto,Gandaki,agriculture,business_owner,66,F,married,bachelor,134586,649,1238813,11.39,24,guarantee,0.4,0.3718,1225169.03,182222.25,current,0,0,351908.98,0.0,2022-Q1,0,0.0
L000641,B01355,2025-07-10,2027-07-10,micro,Koshi,retail,agriculture,52,M,single,secondary,47097,652,25000,18.4,24,guarantee,0.4,0.4746,26264.51,4986.42,current,0,0,19856.05,0.0,2025-Q3,0,0.0
L000642,B01562,2025-08-16,2028-08-16,auto,Madhesh,wholesale,salaried,68,F,married,bachelor,32225,707,381156,10.87,36,guarantee,0.154,0.4951,399509.16,30466.62,current,0,0,345331.92,0.0,2025-Q3,0,0.0
L000643,B00787,2026-01-25,2030-01-25,auto,Lumbini,health,business_owner,54,M,single,secondary,153039,709,227884,11.98,48,vehicle,0.1463,0.364,239848.28,12777.64,current,0,0,145511.65,0.0,2026-Q1,0,0.0
L000644,B01768,2021-07-08,2023-07-08,auto,Koshi,wholesale,self-employed,58,F,single,master,72222,792,234383,10.48,24,cash_deposit,0.007,0.2714,217768.94,413.99,current,0,0,135515.59,0.0,2021-Q3,0,0.0
L000645,B01202,2025-08-26,2031-08-26,SME,Karnali,services,salaried,63,M,widowed,master,60920,754,286086,13.03,72,guarantee,0.0387,0.3054,285288.45,3374.98,current,0,0,232931.49,0.0,2025-Q3,0,0.0
L000646,B00492,2025-11-05,2030-11-05,personal,Bagmati,services,self-employed,67,F,married,bachelor,93781,589,156167,15.5,60,none,0.4,0.7689,157794.19,48531.76,current,0,0,155635.5,0.0,2025-Q4,0,0.0
L000647,B01129,2021-12-28,2022-12-28,personal,Madhesh,agriculture,business_owner,53,M,married,secondary,112348,632,131895,14.9,12,cash_deposit,0.4,0.2764,138240.99,15284.81,60_dpd,65,0,132746.7,0.0,2021-Q4,0,0.0
L000648,B00438,2023-08-12,2025-08-12,auto,Gandaki,education,agriculture,53,F,single,secondary,62328,641,331659,9.74,24,cash_deposit,0.4,0.3119,324066.26,40428.3,60_dpd,73,0,308311.47,0.0,2023-Q3,0,0.0
L000649,B01282,2025-06-01,2026-12-01,auto,Koshi,retail,self-employed,40,M,married,bachelor,86844,624,273449,11.67,18,vehicle,0.4,0.4077,284183.53,46340.11,defaulted,148,1,136557.05,6342.09,2025-Q2,1,39998.020000000004
L000650,B01114,2026-03-10,2032-03-10,home,Koshi,education,salaried,45,M,married,master,59559,690,571321,12.47,72,property,0.2918,0.3035,593841.19,52598.58,current,0,0,401339.3,0.0,2026-Q1,0,0.0
L000651,B00948,2025-11-21,2029-11-21,auto,Sudurpashchim,services,self-employed,27,M,married,secondary,112604,641,396075,10.5,48,cash_deposit,0.4,0.2175,373486.76,32495.11,current,0,0,76221.19,0.0,2025-Q4,0,0.0
L000652,B00910,2024-04-11,2028-04-11,personal,Sudurpashchim,wholesale,self-employed,61,F,single,secondary,35549,619,49928,15.07,48,cash_deposit,0.4,0.309,48263.38,5965.04,90_dpd,105,0,36742.35,0.0,2024-Q2,1,0.0
L000653,B00215,2023-10-10,2026-10-10,SME,Sudurpashchim,wholesale,agriculture,37,F,married,bachelor,21748,677,792248,12.98,36,guarantee,0.3062,0.4159,778532.7,99133.37,current,0,0,541284.74,0.0,2023-Q4,0,0.0
L000654,B01443,2025-07-20,2028-07-20,home,Karnali,services,self-employed,62,M,married,secondary,147878,570,1369518,12.06,36,property,0.4,0.3082,1277037.24,157438.54,30_dpd,38,0,453503.37,0.0,2025-Q3,0,0.0
L000655,B01404,2024-11-04,2026-11-04,personal,Gandaki,services,business_owner,66,F,married,secondary,88175,699,206501,16.58,24,none,0.2178,0.8365,194260.48,35396.24,60_dpd,83,0,108055.23,0.0,2024-Q4,0,0.0
L000656,B00838,2025-08-11,2028-08-11,SME,Sudurpashchim,wholesale,self-employed,43,M,married,bachelor,75250,544,314697,16.25,36,vehicle,0.4,0.5231,297832.34,62315.55,current,0,0,48337.24,0.0,2025-Q3,0,0.0
L000657,B00622,2024-07-07,2026-01-07,SME,Bagmati,services,self-employed,55,M,married,secondary,93970,773,1436781,13.15,18,guarantee,0.0189,0.3625,1448033.76,9925.96,current,0,0,987119.55,0.0,2024-Q3,0,0.0
L000658,B01771,2026-02-06,2030-02-06,personal,Sudurpashchim,agriculture,informal,63,F,single,bachelor,45222,606,124131,16.86,48,guarantee,0.4,0.3901,116390.38,18162.73,closed,0,0,0.0,0.0,2026-Q1,0,0.0
L000659,B01642,2025-08-14,2026-08-14,SME,Bagmati,retail,self-employed,68,F,married,secondary,77208,663,1034704,13.12,12,property,0.3982,0.2596,997311.08,103092.16,current,0,0,650669.22,0.0,2025-Q3,0,0.0
L000660,B00318,2026-02-13,2031-02-13,auto,Bagmati,construction,informal,56,M,married,primary,42599,657,303462,9.94,60,guarantee,0.4,0.3895,325811.09,50756.82,current,0,0,245850.21,0.0,2026-Q1,0,0.0
L000661,B01633,2021-07-06,2024-07-06,personal,Gandaki,construction,salaried,23,F,married,secondary,75346,669,60168,22.18,36,none,0.3875,0.725,56401.11,15846.67,current,0,0,41655.28,0.0,2021-Q3,0,0.0
L000662,B00348,2026-04-27,2029-04-27,home,Karnali,construction,salaried,67,F,single,master,96486,602,1510502,11.79,36,property,0.4,0.3312,1450768.04,192174.4,60_dpd,83,0,215324.46,0.0,2026-Q2,0,0.0
L000663,B01682,2025-02-19,2028-02-19,micro,Koshi,health,agriculture,69,M,single,secondary,27621,750,45481,17.94,36,guarantee,0.0743,0.4951,48611.48,1788.43,30_dpd,44,0,18526.4,0.0,2025-Q1,0,0.0
L000664,B00763,2023-10-29,2025-10-29,micro,Sudurpashchim,services,salaried,25,M,married,secondary,59215,666,92172,21.99,24,none,0.4,0.7225,87525.94,25296.57,defaulted,101,1,45587.29,10433.37,2023-Q4,1,14863.199999999999
L000665,B00161,2021-01-13,2022-07-13,personal,Madhesh,retail,salaried,65,F,single,bachelor,54279,551,162801,15.64,18,none,0.4,0.5783,152394.57,35254.88,current,0,0,16185.86,0.0,2021-Q1,0,0.0
L000666,B01370,2022-11-11,2023-11-11,home,Karnali,education,salaried,43,F,married,master,71396,633,1494335,14.22,12,property,0.4,0.2954,1596127.15,188597.8,current,0,0,276476.57,0.0,2022-Q4,0,0.0
L000667,B00179,2025-01-14,2031-01-14,auto,Lumbini,retail,salaried,40,M,married,secondary,72323,639,425303,8.72,72,guarantee,0.4,0.4554,416002.89,75786.93,90_dpd,90,0,258000.73,0.0,2025-Q1,1,0.0
L000668,B00902,2025-04-03,2027-04-03,home,Madhesh,services,self-employed,38,F,married,primary,123635,589,846645,10.01,24,property,0.4,0.1263,879116.06,44424.04,30_dpd,54,0,255317.68,0.0,2025-Q2,0,0.0
L000669,B01264,2022-01-13,2027-01-13,home,Gandaki,services,business_owner,64,M,married,master,15000,618,608028,7.5,60,property,0.4,0.3546,611136.29,86695.57,closed,0,0,0.0,0.0,2022-Q1,0,0.0
L000670,B00856,2025-02-13,2031-02-13,personal,Madhesh,services,business_owner,58,F,single,primary,112905,739,81834,15.49,72,none,0.0929,0.6289,75805.14,4429.12,current,0,0,27594.02,0.0,2025-Q1,0,0.0
L000671,B00692,2025-05-29,2028-05-29,SME,Lumbini,services,salaried,61,F,married,bachelor,70881,667,391819,12.8,36,property,0.3709,0.1686,407283.39,25467.29,30_dpd,57,0,201482.3,0.0,2025-Q2,0,0.0
L000672,B01375,2022-06-12,2023-06-12,personal,Gandaki,agriculture,informal,56,M,married,bachelor,55031,733,190129,13.37,12,guarantee,0.1654,0.3879,181323.47,11632.09,defaulted,92,1,107514.12,2072.04,2022-Q2,1,9560.05
L000673,B01152,2024-05-02,2027-05-02,home,Lumbini,wholesale,salaried,56,F,married,bachelor,88228,640,1276763,7.5,36,guarantee,0.4,0.3913,1232205.37,192862.13,defaulted,105,1,1030458.5,77268.7,2024-Q2,1,115593.43000000001
L000674,B00723,2023-07-28,2028-07-28,SME,Sudurpashchim,wholesale,salaried,51,F,widowed,bachelor,87779,670,889307,13.73,60,property,0.3509,0.2829,887598.16,88125.52,90_dpd,105,0,778931.59,0.0,2023-Q3,1,0.0
L000675,B00163,2024-03-22,2026-03-22,home,Madhesh,services,informal,63,M,married,master,72527,622,939743,11.88,24,property,0.4,0.2747,990786.44,108879.75,current,0,0,699970.89,0.0,2024-Q1,0,0.0
L000676,B00621,2022-09-08,2023-09-08,auto,Bagmati,education,agriculture,25,M,married,bachelor,50546,729,173977,14.92,12,vehicle,0.0847,0.4838,160612.1,6584.92,current,0,0,152695.38,0.0,2022-Q3,0,0.0
L000677,B00560,2022-04-15,2024-04-15,auto,Bagmati,services,salaried,30,M,married,secondary,58127,593,317168,15.0,24,guarantee,0.4,0.5931,297868.1,70663.95,90_dpd,106,0,251279.25,0.0,2022-Q2,1,0.0
L000678,B01122,2025-02-28,2030-02-28,personal,Sudurpashchim,construction,business_owner,60,M,married,secondary,103297,714,158265,14.41,60,guarantee,0.1584,0.4311,156035.47,10656.73,current,0,0,53302.59,0.0,2025-Q1,0,0.0
L000679,B01651,2022-08-19,2024-08-19,SME,Sudurpashchim,wholesale,salaried,32,M,divorced,secondary,83546,569,953431,8.46,24,property,0.4,0.2779,1018714.97,113245.8,current,0,0,522996.46,0.0,2022-Q3,0,0.0
L000680,B01404,2025-12-24,2026-12-24,micro,Gandaki,services,business_owner,66,F,married,secondary,88175,638,25000,16.92,12,guarantee,0.4,0.5406,24149.44,5221.61,30_dpd,55,0,14477.64,0.0,2025-Q4,0,0.0
L000681,B01317,2021-02-09,2022-08-09,SME,Karnali,education,salaried,58,M,married,secondary,48359,744,459109,15.56,18,property,0.0538,0.2926,456261.35,7185.96,current,0,0,227064.72,0.0,2021-Q1,0,0.0
L000682,B01392,2025-03-11,2028-03-11,personal,Koshi,construction,salaried,58,M,married,bachelor,51621,563,53038,16.84,36,cash_deposit,0.4,0.1342,55595.96,2984.6,current,0,0,12914.89,0.0,2025-Q1,0,0.0
L000683,B00911,2021-05-05,2026-05-05,SME,Lumbini,manufacturing,self-employed,32,M,divorced,secondary,75168,748,440672,11.7,60,vehicle,0.0473,0.4249,468925.4,9428.81,current,0,0,85731.25,0.0,2021-Q2,0,0.0
L000684,B01037,2021-05-10,2022-05-10,personal,Lumbini,wholesale,salaried,65,F,single,secondary,93625,684,85047,14.52,12,guarantee,0.2946,0.4128,82406.54,10021.43,60_dpd,62,0,41971.79,0.0,2021-Q2,0,0.0
L000685,B00113,2026-06-21,2029-06-21,auto,Lumbini,health,salaried,25,M,married,secondary,37847,696,105884,10.68,36,vehicle,0.2018,0.4717,110816.09,10546.87,current,0,0,55274.15,0.0,2026-Q2,0,0.0
L000686,B01291,2024-11-06,2027-11-06,home,Sudurpashchim,retail,salaried,21,F,married,secondary,56537,714,570354,10.33,36,property,0.1884,0.2816,549618.4,29156.53,90_dpd,109,0,93806.08,0.0,2024-Q4,1,0.0
L000687,B00703,2025-02-08,2026-02-08,micro,Madhesh,health,salaried,64,F,single,secondary,93280,682,30614,19.12,12,guarantee,0.3061,0.4107,30439.92,3826.79,current,0,0,16212.37,0.0,2025-Q1,0,0.0
L000688,B00498,2022-01-22,2026-01-22,SME,Gandaki,wholesale,self-employed,36,F,married,secondary,97024,593,890311,11.82,48,cash_deposit,0.4,0.2746,822515.98,90347.95,current,0,0,104176.64,0.0,2022-Q1,0,0.0
L000689,B01432,2021-07-08,2024-07-08,SME,Bagmati,agriculture,salaried,62,M,married,master,63455,688,527900,15.88,36,vehicle,0.2424,0.275,536191.7,35745.19,60_dpd,86,0,365468.89,0.0,2021-Q3,0,0.0
L000690,B01559,2026-03-04,2031-03-04,home,Lumbini,education,informal,35,M,single,bachelor,58241,626,886181,9.91,60,property,0.4,0.2531,948129.09,96006.4,current,0,0,428633.3,0.0,2026-Q1,0,0.0
L000691,B01305,2022-04-14,2025-04-14,SME,Gandaki,health,business_owner,60,M,single,bachelor,106358,661,617150,13.67,36,vehicle,0.4,0.3859,593586.43,91615.69,current,0,0,322570.31,0.0,2022-Q2,0,0.0
L000692,B00488,2025-02-24,2030-02-24,auto,Madhesh,health,self-employed,49,M,single,master,92805,654,335406,12.45,60,guarantee,0.4,0.3703,357536.29,52965.26,60_dpd,79,0,154783.04,0.0,2025-Q1,0,0.0
L000693,B00648,2026-03-24,2028-03-24,home,Lumbini,wholesale,salaried,58,M,single,secondary,64364,754,341038,12.13,24,property,0.0987,0.2905,349778.35,10032.64,30_dpd,54,0,215326.06,0.0,2026-Q1,0,0.0
L000694,B01634,2025-03-19,2029-03-19,micro,Koshi,manufacturing,salaried,65,M,single,secondary,71616,584,25000,14.29,48,none,0.4,0.7442,24381.8,7257.91,current,0,0,10860.9,0.0,2025-Q1,0,0.0
L000695,B00991,2025-02-10,2027-02-10,micro,Karnali,retail,self-employed,39,M,single,master,39043,692,79816,21.67,24,guarantee,0.2515,0.4756,76076.49,9098.64,30_dpd,38,0,20313.69,0.0,2025-Q1,0,0.0
L000696,B01491,2022-05-11,2023-05-11,SME,Koshi,retail,informal,63,F,married,master,42729,607,1202045,15.78,12,property,0.4,0.2875,1290524.14,148413.91,current,0,0,207533.68,0.0,2022-Q2,0,0.0
L000697,B00726,2021-09-16,2024-09-16,personal,Gandaki,services,business_owner,36,F,single,bachelor,78190,706,152456,16.54,36,cash_deposit,0.188,0.3415,163827.89,10517.8,current,0,0,149468.63,0.0,2021-Q3,0,0.0
L000698,B01065,2021-07-03,2026-07-03,SME,Madhesh,services,salaried,43,M,married,bachelor,63145,715,626607,15.49,60,vehicle,0.125,0.3836,630437.71,30234.39,closed,0,0,0.0,0.0,2021-Q3,0,0.0
L000699,B01178,2021-03-31,2024-03-31,personal,Sudurpashchim,services,business_owner,67,F,single,secondary,118475,626,50687,18.84,36,none,0.4,0.7604,50862.16,15470.86,defaulted,112,1,49896.94,6709.64,2021-Q1,1,8761.220000000001
L000700,B00311,2024-02-04,2030-02-04,home,Sudurpashchim,retail,informal,38,M,married,secondary,65530,699,439546,10.88,72,property,0.1878,0.3891,448692.73,32790.3,90_dpd,114,0,271420.07,0.0,2024-Q1,1,0.0
L000701,B01092,2024-12-21,2029-12-21,home,Bagmati,wholesale,salaried,54,F,single,secondary,48954,607,472482,12.44,60,property,0.4,0.3137,486924.88,61095.49,30_dpd,52,0,350581.55,0.0,2024-Q4,0,0.0
L000702,B00475,2022-06-08,2024-06-08,personal,Gandaki,construction,salaried,65,F,married,secondary,90702,664,158509,17.52,24,none,0.4,0.85,161649.29,54960.76,current,0,0,17598.94,0.0,2022-Q2,0,0.0
L000703,B01549,2024-10-14,2027-10-14,auto,Lumbini,education,salaried,30,F,divorced,bachelor,73378,602,762675,11.11,36,guarantee,0.4,0.4044,816180.17,132028.55,current,0,0,92569.45,0.0,2024-Q4,0,0.0
L000704,B01369,2025-11-07,2028-11-07,auto,Koshi,wholesale,informal,53,F,married,primary,58924,596,198032,14.93,36,vehicle,0.4,0.5031,194553.8,39151.38,60_dpd,73,0,101446.29,0.0,2025-Q4,0,0.0
L000705,B01770,2024-06-19,2028-06-19,personal,Madhesh,education,self-employed,25,F,widowed,secondary,140323,678,59178,15.21,48,guarantee,0.33,0.3028,60989.73,6094.16,current,0,0,41703.12,0.0,2024-Q2,0,0.0
L000706,B00300,2023-01-26,2028-01-26,auto,Sudurpashchim,retail,salaried,28,M,married,primary,70029,533,369373,14.67,60,vehicle,0.4,0.5079,352506.44,71621.09,30_dpd,45,0,65108.06,0.0,2023-Q1,0,0.0
L000707,B00960,2022-01-01,2026-01-01,home,Bagmati,wholesale,self-employed,45,M,single,bachelor,53137,775,1002571,13.77,48,property,0.0173,0.3306,1015338.81,5823.19,current,0,0,282462.74,0.0,2022-Q1,0,0.0
L000708,B00833,2024-01-04,2027-01-04,auto,Karnali,services,business_owner,50,M,married,master,141012,643,360914,14.54,36,guarantee,0.4,0.3566,358923.57,51194.33,current,0,0,171258.51,0.0,2024-Q1,0,0.0
L000709,B01545,2025-11-11,2030-11-11,personal,Bagmati,education,salaried,65,F,single,bachelor,90555,708,208709,17.0,60,cash_deposit,0.1801,0.2681,211942.71,10234.32,30_dpd,58,0,183559.27,0.0,2025-Q4,0,0.0
L000710,B01031,2024-10-24,2026-04-24,personal,Karnali,retail,salaried,58,F,single,secondary,67539,558,111410,15.94,18,cash_deposit,0.4,0.3929,107921.87,16959.43,30_dpd,35,0,104742.43,0.0,2024-Q4,0,0.0
L000711,B01134,2021-05-01,2023-05-01,home,Bagmati,services,agriculture,22,F,single,master,53392,730,826464,15.68,24,property,0.0823,0.2662,807887.43,17700.11,current,0,0,336587.31,0.0,2021-Q2,0,0.0
L000712,B00482,2023-01-01,2026-01-01,personal,Lumbini,construction,salaried,23,F,single,bachelor,56460,621,206106,16.09,36,none,0.4,0.7042,206362.37,58131.63,current,0,0,91836.56,0.0,2023-Q1,0,0.0
L000713,B00691,2021-05-17,2026-05-17,personal,Lumbini,agriculture,agriculture,28,O,married,secondary,47832,672,106020,14.53,60,none,0.3678,0.6241,99612.94,22867.34,current,0,0,44467.33,0.0,2021-Q2,0,0.0
L000714,B00183,2022-03-01,2028-03-01,micro,Madhesh,services,agriculture,45,F,divorced,secondary,76839,585,64849,18.01,72,cash_deposit,0.4,0.2083,63448.1,5286.7,closed,0,0,0.0,0.0,2022-Q1,0,0.0
L000715,B00100,2021-01-18,2022-01-18,auto,Bagmati,wholesale,salaried,27,M,single,secondary,82799,704,227143,14.57,12,vehicle,0.1661,0.4433,212038.55,15616.13,90_dpd,114,0,51693.4,0.0,2021-Q1,1,0.0
L000716,B00398,2024-06-10,2026-06-10,auto,Gandaki,construction,self-employed,53,M,married,bachelor,38643,726,203384,13.93,24,vehicle,0.0923,0.3686,189533.28,6451.36,90_dpd,115,0,89391.4,0.0,2024-Q2,1,0.0
L000717,B01753,2021-02-20,2023-02-20,home,Sudurpashchim,agriculture,salaried,44,F,divorced,primary,50692,569,886699,13.21,24,property,0.4,0.3694,918525.05,135718.15,current,0,0,420486.94,0.0,2021-Q1,0,0.0
L000718,B01406,2022-08-07,2025-08-07,SME,Gandaki,construction,business_owner,52,F,married,secondary,127340,798,1130774,13.29,36,property,0.005,0.4009,1109735.69,2224.71,current,0,0,910114.46,0.0,2022-Q3,0,0.0
L000719,B01798,2022-03-16,2023-03-16,auto,Gandaki,retail,self-employed,60,M,married,primary,119787,719,377867,14.05,12,vehicle,0.1122,0.476,401059.46,21424.36,current,0,0,338790.56,0.0,2022-Q1,0,0.0
L000720,B00714,2021-09-04,2023-03-04,personal,Gandaki,retail,salaried,55,M,married,bachelor,90108,676,81536,17.81,18,guarantee,0.3424,0.3431,75785.73,8902.31,current,0,0,41021.48,0.0,2021-Q3,0,0.0
L000721,B01466,2024-08-16,2027-08-16,micro,Madhesh,retail,informal,46,F,single,master,34116,625,40556,17.53,36,guarantee,0.4,0.415,41768.15,6933.21,closed,0,0,0.0,0.0,2024-Q3,0,0.0
L000722,B00508,2026-02-25,2029-02-25,home,Koshi,manufacturing,agriculture,43,F,married,bachelor,15000,637,1665752,10.15,36,guarantee,0.4,0.3829,1603891.47,245668.63,current,0,0,447387.28,0.0,2026-Q1,0,0.0
L000723,B00801,2021-10-08,2023-04-08,home,Lumbini,agriculture,salaried,43,M,married,bachelor,57128,751,1064797,9.34,18,property,0.0429,0.3158,1032830.71,13981.49,30_dpd,38,0,771469.14,0.0,2021-Q4,0,0.0
L000724,B01515,2024-05-16,2025-05-16,micro,Lumbini,manufacturing,salaried,54,M,married,phd,64242,536,25000,20.7,12,none,0.4,0.7216,26095.5,7532.47,current,0,0,21157.66,0.0,2024-Q2,0,0.0
L000725,B01241,2021-09-04,2023-09-04,personal,Koshi,construction,salaried,21,M,married,secondary,57336,848,86827,18.74,24,guarantee,0.0235,0.4291,93741.82,944.5,current,0,0,71530.28,0.0,2021-Q3,0,0.0
L000726,B00141,2022-07-23,2026-07-23,personal,Lumbini,construction,agriculture,25,M,single,secondary,68099,612,171333,18.02,48,guarantee,0.4,0.4621,162485.59,30036.19,current,0,0,140690.39,0.0,2022-Q3,0,0.0
L000727,B01316,2024-12-20,2025-12-20,SME,Gandaki,construction,self-employed,50,M,married,primary,107979,741,681306,14.62,12,guarantee,0.1191,0.4211,664117.05,33318.35,current,0,0,146670.36,0.0,2024-Q4,0,0.0
L000728,B01405,2022-09-10,2027-09-10,SME,Bagmati,retail,business_owner,43,M,single,secondary,176452,691,267869,14.24,60,guarantee,0.2266,0.4354,254021.74,25060.02,current,0,0,236104.62,0.0,2022-Q3,0,0.0
L000729,B00134,2024-09-26,2026-09-26,micro,Lumbini,services,self-employed,21,F,single,secondary,113122,562,56818,17.04,24,none,0.4,0.7729,59315.65,18339.02,current,0,0,58873.43,0.0,2024-Q3,0,0.0
L000730,B00290,2025-09-13,2030-09-13,personal,Sudurpashchim,education,salaried,39,F,single,secondary,72933,643,121357,16.2,60,none,0.4,0.6282,120124.87,30185.83,30_dpd,50,0,20104.57,0.0,2025-Q3,0,0.0
L000731,B01206,2022-02-15,2026-02-15,auto,Koshi,retail,self-employed,60,F,married,bachelor,171329,556,655421,16.99,48,guarantee,0.4,0.5796,670142.31,155372.56,60_dpd,77,0,141988.06,0.0,2022-Q1,0,0.0
L000732,B01389,2024-03-15,2025-03-15,home,Bagmati,retail,salaried,40,M,married,secondary,78808,686,681802,13.91,12,property,0.2534,0.2693,704101.23,48043.79,30_dpd,59,0,370785.42,0.0,2024-Q1,0,0.0
L000733,B01011,2025-09-21,2028-09-21,micro,Lumbini,services,self-employed,51,F,married,primary,51349,734,46647,21.12,36,cash_deposit,0.1032,0.1507,49185.84,764.95,defaulted,124,1,9552.48,295.54,2025-Q3,1,469.41
L000734,B01793,2021-07-09,2023-07-09,micro,Sudurpashchim,retail,self-employed,66,F,married,bachelor,131269,681,35802,17.55,24,none,0.312,0.734,33852.73,7752.76,60_dpd,66,0,30084.27,0.0,2021-Q3,0,0.0
L000735,B00778,2022-08-24,2024-02-24,SME,Lumbini,construction,salaried,31,M,divorced,secondary,110770,849,392210,13.56,18,guarantee,0.005,0.4911,387265.0,950.95,current,0,0,181434.25,0.0,2022-Q3,0,0.0
L000736,B00949,2026-02-19,2028-02-19,auto,Koshi,services,self-employed,23,F,married,master,76684,717,131954,11.63,24,vehicle,0.1185,0.4211,137592.82,6865.41,60_dpd,82,0,30411.95,0.0,2026-Q1,0,0.0
L000737,B00853,2022-09-25,2023-09-25,personal,Lumbini,manufacturing,salaried,35,F,married,secondary,65898,639,87345,11.42,12,none,0.4,0.6926,85487.42,23682.36,current,0,0,17618.74,0.0,2022-Q3,0,0.0
L000738,B01450,2021-04-25,2025-04-25,personal,Madhesh,agriculture,self-employed,60,F,married,secondary,92494,504,139992,15.65,48,none,0.4,0.7093,135981.21,38582.98,current,0,0,15740.9,0.0,2021-Q2,0,0.0
L000739,B01034,2021-08-28,2026-08-28,auto,Sudurpashchim,wholesale,business_owner,31,F,married,phd,180930,701,283820,12.78,60,vehicle,0.1789,0.4079,267090.77,19493.14,current,0,0,178670.01,0.0,2021-Q3,0,0.0
L000740,B01562,2025-08-15,2027-08-15,home,Madhesh,wholesale,salaried,68,F,married,bachelor,32225,687,1090607,11.28,24,property,0.2479,0.3696,1031385.7,94479.41,defaulted,102,1,339712.57,41327.37,2025-Q3,1,53152.04
L000741,B00603,2023-02-04,2026-02-04,micro,Bagmati,construction,informal,45,F,single,bachelor,56746,643,39942,18.34,36,guarantee,0.4,0.3533,40577.58,5734.3,defaulted,163,1,10714.43,1795.19,2023-Q1,1,3939.11
L000742,B01608,2025-01-05,2030-01-05,auto,Lumbini,education,salaried,50,F,married,bachelor,40808,670,142425,12.32,60,vehicle,0.4,0.3979,137470.05,21878.27,current,0,0,96357.1,0.0,2025-Q1,0,0.0
L000743,B01377,2022-03-07,2025-03-07,home,Koshi,retail,informal,38,M,married,bachelor,51159,523,158858,9.8,36,cash_deposit,0.4,0.3037,149757.06,18190.74,current,0,0,24117.03,0.0,2022-Q1,0,0.0
L000744,B01578,2023-01-11,2024-07-11,personal,Madhesh,construction,agriculture,44,F,single,bachelor,53234,787,111598,15.54,18,none,0.0996,0.7622,119664.74,9081.2,closed,0,0,0.0,0.0,2023-Q1,0,0.0
L000745,B01772,2024-09-27,2026-09-27,SME,Bagmati,construction,business_owner,65,M,single,primary,119509,719,1353636,13.47,24,property,0.1122,0.3581,1297633.71,52161.14,30_dpd,37,0,1095086.9,0.0,2024-Q3,0,0.0
L000746,B00037,2023-04-09,2024-04-09,micro,Koshi,retail,agriculture,64,M,married,secondary,28218,657,93886,16.14,12,cash_deposit,0.4,0.418,101389.31,16952.58,current,0,0,27214.75,0.0,2023-Q2,0,0.0
L000747,B00744,2022-02-10,2024-02-10,home,Lumbini,construction,business_owner,48,F,single,master,149177,593,510704,12.76,24,property,0.4,0.28,545592.7,61114.28,30_dpd,30,0,79337.95,0.0,2022-Q1,0,0.0
L000748,B00895,2022-10-19,2028-10-19,auto,Sudurpashchim,retail,self-employed,47,M,married,primary,37840,644,241427,15.78,72,guarantee,0.4,0.409,249414.13,40808.07,current,0,0,233772.83,0.0,2022-Q4,0,0.0
L000749,B00716,2021-09-11,2023-03-11,auto,Madhesh,retail,agriculture,40,O,single,master,70723,728,139005,14.3,18,vehicle,0.0872,0.4954,131322.83,5674.13,30_dpd,37,0,130861.66,0.0,2021-Q3,0,0.0
L000750,B00797,2023-04-18,2025-04-18,SME,Sudurpashchim,health,business_owner,51,M,married,phd,114253,727,1381917,13.6,24,property,0.0898,0.238,1481918.14,31650.5,60_dpd,82,0,1086132.37,0.0,2023-Q2,0,0.0
L000751,B00438,2022-12-24,2025-12-24,SME,Gandaki,education,agriculture,53,F,single,secondary,62328,666,801501,13.9,36,property,0.3777,0.3312,843251.44,105464.8,current,0,0,605648.24,0.0,2022-Q4,0,0.0
L000752,B01201,2024-02-21,2028-02-21,auto,Gandaki,health,salaried,66,F,married,secondary,71223,770,180823,13.89,48,vehicle,0.0814,0.3474,193529.11,5473.73,60_dpd,61,0,70081.48,0.0,2024-Q1,0,0.0
L000753,B00191,2023-02-14,2026-02-14,micro,Karnali,retail,agriculture,59,F,single,bachelor,26776,560,25000,19.89,36,none,0.4,0.6862,23277.59,6388.87,current,0,0,14959.54,0.0,2023-Q1,0,0.0
L000754,B00594,2022-10-09,2028-10-09,personal,Madhesh,manufacturing,self-employed,43,M,married,secondary,82894,707,96153,15.91,72,none,0.184,0.715,96340.2,12677.06,current,0,0,38735.13,0.0,2022-Q4,0,0.0
L000755,B01609,2022-09-03,2027-09-03,home,Karnali,services,salaried,33,O,married,primary,72922,662,1303828,13.97,60,property,0.4,0.4419,1295805.36,229025.74,closed,0,0,0.0,0.0,2022-Q3,0,0.0
L000756,B01674,2026-03-19,2031-03-19,home,Koshi,construction,self-employed,61,M,single,bachelor,119108,644,902238,10.15,60,guarantee,0.4,0.4269,930163.67,158838.49,current,0,0,777358.25,0.0,2026-Q1,0,0.0
L000757,B00620,2022-02-20,2024-02-20,personal,Koshi,construction,salaried,36,F,married,bachelor,102283,615,68040,19.27,24,none,0.4,0.7365,68820.17,20273.83,60_dpd,69,0,26801.98,0.0,2022-Q1,0,0.0
