borrower_id,age,gender,marital_status,education_level,employment_type,region,sector,monthly_income_npr,credit_score,existing_delinquency_flag,dependents,home_owner
B00359,50,F,single,primary,self-employed,Koshi,wholesale,79984,655,0,3,1
B00360,49,M,single,primary,salaried,Koshi,retail,44851,721,0,4,1
B00361,66,M,divorced,phd,informal,Bagmati,services,38272,594,0,0,1
B00362,26,M,married,secondary,self-employed,Madhesh,retail,120394,720,0,0,1
B00363,55,M,divorced,bachelor,salaried,Sudurpashchim,education,89462,750,0,3,1
B00364,61,F,married,primary,agriculture,Bagmati,retail,51721,605,0,1,0
B00365,57,M,married,bachelor,self-employed,Bagmati,services,82932,669,0,1,0
B00366,44,M,married,master,salaried,Sudurpashchim,retail,66767,693,0,0,1
B00367,49,F,divorced,bachelor,agriculture,Sudurpashchim,retail,54253,696,0,1,1
B00368,69,M,married,secondary,agriculture,Sudurpashchim,agriculture,51846,656,0,2,0
B00369,66,F,married,bachelor,business_owner,Gandaki,agriculture,134586,647,1,1,0
B00370,51,M,single,master,salaried,Bagmati,retail,80035,689,0,1,1
B00371,55,F,married,secondary,self-employed,Bagmati,retail,48666,694,0,3,1
B00372,53,M,married,master,agriculture,Lumbini,retail,44415,640,1,0,1
B00373,41,F,single,bachelor,salaried,Sudurpashchim,construction,73958,630,0,0,1
B00374,52,F,single,master,salaried,Sudurpashchim,manufacturing,50683,742,0,3,0
B00375,43,M,married,bachelor,informal,Koshi,retail,34892,681,1,2,0
B00376,53,F,single,secondary,salaried,Koshi,services,65642,550,0,1,1
B00377,23,F,single,secondary,business_owner,Madhesh,agriculture,112402,742,0,1,0
B00378,38,F,married,secondary,self-employed,Koshi,education,91498,642,0,1,1
B00379,45,F,divorced,master,self-employed,Karnali,health,59559,679,0,2,0
B00380,62,F,married,master,salaried,Madhesh,services,89360,696,0,0,0
B00381,51,M,single,bachelor,agriculture,Sudurpashchim,retail,46812,593,0,1,1
B00382,23,M,single,secondary,salaried,Lumbini,wholesale,72903,659,0,0,1
B00383,60,F,married,secondary,self-employed,Koshi,construction,73905,747,0,3,1
B00384,66,M,married,bachelor,business_owner,Lumbini,health,130604,735,0,1,0
B00385,44,F,married,bachelor,business_owner,Koshi,services,195204,659,1,2,0
B00386,70,F,married,secondary,informal,Koshi,wholesale,39313,714,0,0,1
B00387,52,M,married,bachelor,self-employed,Lumbini,services,68665,722,0,0,0
B00388,67,M,single,primary,salaried,Bagmati,wholesale,53396,719,0,2,0
B00389,42,F,married,secondary,informal,Bagmati,wholesale,44105,612,0,2,1
B00390,43,M,single,bachelor,business_owner,Bagmati,manufacturing,116795,765,0,2,1
B00391,22,F,divorced,secondary,salaried,Karnali,retail,71028,649,0,2,0
B00392,47,M,married,phd,salaried,Bagmati,wholesale,79365,681,1,0,0
B00393,62,F,married,secondary,agriculture,Koshi,agriculture,56159,656,0,2,0
B00394,22,M,single,secondary,salaried,Sudurpashchim,retail,69549,688,0,0,0
B00395,46,F,single,secondary,business_owner,Gandaki,retail,207921,627,0,0,1
B00396,37,M,married,master,self-employed,Lumbini,wholesale,105720,663,0,2,1
B00397,60,F,single,secondary,salaried,Sudurpashchim,education,48214,685,0,3,0
B00398,53,M,married,bachelor,self-employed,Gandaki,construction,38643,742,0,2,0
B00399,29,F,single,primary,salaried,Sudurpashchim,retail,56087,736,1,3,0
B00400,63,F,married,primary,self-employed,Karnali,services,89579,739,0,4,1
B00401,68,M,married,secondary,self-employed,Gandaki,wholesale,61615,723,0,0,0
B00402,59,M,married,master,self-employed,Madhesh,agriculture,66171,777,1,4,1
B00403,49,M,married,master,business_owner,Bagmati,construction,121173,659,0,2,0
B00404,62,F,single,primary,agriculture,Karnali,education,43844,666,0,3,0
B00405,46,F,single,bachelor,agriculture,Sudurpashchim,services,15000,664,1,2,0
B00406,55,M,married,master,salaried,Koshi,health,91543,672,0,2,1
B00407,70,M,married,secondary,salaried,Bagmati,health,86899,596,0,2,1
B00408,45,M,married,master,self-employed,Bagmati,education,46446,690,0,1,1
B00409,44,F,single,secondary,informal,Gandaki,manufacturing,45853,702,0,3,0
B00410,33,M,single,master,agriculture,Madhesh,services,29902,661,0,0,0
B00411,27,O,single,bachelor,agriculture,Bagmati,services,39041,578,0,1,0
B00412,56,M,married,master,salaried,Sudurpashchim,retail,79723,676,0,0,0
B00413,65,F,single,bachelor,self-employed,Sudurpashchim,wholesale,109301,604,0,1,0
B00414,40,M,married,secondary,self-employed,Lumbini,agriculture,108599,699,0,0,1
B00415,21,M,single,master,salaried,Lumbini,manufacturing,74896,682,0,0,0
B00416,28,F,married,secondary,salaried,Bagmati,education,95504,687,0,1,0
B00417,66,F,married,secondary,informal,Gandaki,retail,35841,617,0,1,0
B00418,36,O,divorced,bachelor,salaried,Gandaki,retail,62227,744,0,0,0
B00419,34,M,divorced,master,salaried,Koshi,construction,18107,684,0,1,1
B00420,32,M,married,master,salaried,Karnali,services,68138,625,0,4,0
B00421,43,F,divorced,secondary,informal,Karnali,retail,53695,707,0,0,0
B00422,35,F,widowed,master,self-employed,Karnali,health,93557,680,0,1,1
B00423,48,M,married,bachelor,business_owner,Madhesh,construction,91919,776,0,0,0
B00424,54,M,married,primary,informal,Gandaki,services,57667,645,0,0,0
B00425,22,M,single,secondary,salaried,Koshi,construction,68523,606,0,2,1
B00426,52,F,married,secondary,business_owner,Lumbini,agriculture,154489,691,0,1,0
B00427,43,M,single,secondary,salaried,Sudurpashchim,construction,79722,731,0,1,1
B00428,42,M,single,phd,salaried,Karnali,construction,98490,803,0,0,0
B00429,45,M,widowed,bachelor,agriculture,Lumbini,retail,56108,850,0,2,1
B00430,42,M,married,bachelor,agriculture,Lumbini,agriculture,60978,590,1,2,1
B00431,42,M,married,phd,salaried,Bagmati,retail,68465,668,0,0,1
B00432,69,M,married,secondary,salaried,Madhesh,retail,59942,607,0,0,1
B00433,62,M,married,master,self-employed,Koshi,education,99721,661,0,0,0
B00434,26,F,widowed,secondary,salaried,Madhesh,manufacturing,100054,811,0,2,1
B00435,35,M,single,master,salaried,Bagmati,construction,57682,630,0,0,0
B00436,63,M,single,secondary,salaried,Koshi,construction,65037,674,1,1,1
B00437,57,F,married,master,salaried,Koshi,health,70533,643,0,0,0
B00438,53,F,single,secondary,agriculture,Gandaki,education,62328,620,0,0,1
B00439,28,M,single,secondary,salaried,Madhesh,services,76909,774,0,0,1
B00440,64,M,married,bachelor,salaried,Madhesh,services,88261,590,0,1,1
B00441,64,M,married,secondary,self-employed,Gandaki,retail,144217,670,0,0,0
B00442,25,F,married,bachelor,agriculture,Lumbini,services,38499,680,0,1,1
B00443,59,O,married,secondary,salaried,Bagmati,services,82194,673,0,2,0
B00444,24,F,married,bachelor,salaried,Madhesh,manufacturing,76412,658,0,1,0
B00445,26,F,single,secondary,salaried,Gandaki,agriculture,70380,764,1,2,1
B00446,65,F,single,primary,business_owner,Sudurpashchim,health,147273,559,0,2,1
B00447,52,M,married,secondary,self-employed,Koshi,construction,76995,699,1,2,1
B00448,50,M,married,bachelor,agriculture,Karnali,agriculture,55814,701,0,3,1
B00449,67,F,married,secondary,informal,Sudurpashchim,services,25420,691,0,1,0
B00450,55,F,single,secondary,agriculture,Gandaki,retail,40301,629,0,0,1
B00451,60,M,married,secondary,self-employed,Karnali,wholesale,116425,741,0,2,0
B00452,36,F,married,primary,self-employed,Lumbini,construction,115272,739,0,2,0
B00453,33,M,married,bachelor,salaried,Bagmati,retail,75188,627,0,1,0
B00454,70,M,married,master,informal,Karnali,agriculture,38204,609,0,0,1
B00455,62,M,married,secondary,salaried,Lumbini,manufacturing,86505,598,0,2,1
B00456,50,M,married,bachelor,salaried,Karnali,retail,94729,687,0,3,0
B00457,39,F,married,bachelor,business_owner,Koshi,wholesale,101443,678,0,1,1
B00458,37,M,widowed,secondary,salaried,Koshi,services,40899,655,0,4,0
B00459,39,F,married,bachelor,self-employed,Koshi,services,98474,789,0,1,1
B00460,48,F,married,secondary,self-employed,Koshi,construction,112413,650,0,0,1
B00461,46,F,married,bachelor,self-employed,Gandaki,construction,102624,685,0,1,0
B00462,57,M,married,primary,agriculture,Koshi,manufacturing,78171,664,0,1,1
B00463,46,M,single,bachelor,salaried,Sudurpashchim,construction,101386,783,0,2,0
B00464,43,M,married,bachelor,self-employed,Koshi,manufacturing,75838,566,0,1,1
B00465,29,O,divorced,primary,self-employed,Sudurpashchim,health,90969,658,1,2,0
B00466,32,F,divorced,secondary,business_owner,Gandaki,retail,97655,709,0,0,0
B00467,21,M,married,phd,agriculture,Koshi,agriculture,31602,663,0,1,1
B00468,21,F,married,secondary,salaried,Lumbini,services,50731,603,0,1,0
B00469,67,M,single,bachelor,business_owner,Lumbini,wholesale,152265,685,0,4,1
B00470,54,F,widowed,master,salaried,Madhesh,retail,76057,586,0,1,0
B00471,52,M,widowed,bachelor,informal,Lumbini,manufacturing,58349,712,1,3,0
B00472,68,F,married,bachelor,salaried,Bagmati,retail,120632,652,0,1,1
B00473,45,M,married,master,business_owner,Bagmati,retail,142494,643,0,0,0
B00474,60,F,married,master,salaried,Bagmati,health,54241,733,0,1,1
B00475,65,F,married,secondary,salaried,Gandaki,construction,90702,620,0,1,1
B00476,21,F,single,bachelor,self-employed,Lumbini,construction,60804,590,0,4,1
B00477,36,M,married,secondary,agriculture,Sudurpashchim,construction,81470,625,0,2,0
B00478,59,M,married,phd,self-employed,Bagmati,health,25856,788,1,3,1
B00479,25,M,married,bachelor,informal,Madhesh,manufacturing,36801,620,0,3,1
B00480,42,M,married,primary,self-employed,Gandaki,wholesale,103664,695,0,2,0
B00481,49,M,divorced,master,self-employed,Madhesh,education,120325,721,1,2,1
B00482,23,F,single,bachelor,salaried,Lumbini,construction,56460,623,0,2,0
B00483,32,F,married,primary,agriculture,Koshi,services,34551,623,1,2,1
B00484,46,M,married,bachelor,salaried,Madhesh,services,72967,685,0,1,1
B00485,36,M,married,secondary,informal,Koshi,services,73634,687,0,1,1
B00486,57,M,married,master,informal,Gandaki,health,21924,749,0,2,1
B00487,42,F,single,secondary,informal,Madhesh,services,40288,633,0,0,0
B00488,49,M,single,master,self-employed,Madhesh,health,92805,654,0,1,0
B00489,34,F,married,bachelor,business_owner,Karnali,education,84182,831,0,3,0
B00490,48,M,married,primary,agriculture,Gandaki,agriculture,35611,576,0,1,0
B00491,25,O,single,phd,salaried,Gandaki,manufacturing,65332,565,0,2,1
B00492,67,F,married,bachelor,self-employed,Bagmati,services,93781,599,1,0,1
B00493,69,M,married,secondary,salaried,Lumbini,retail,66098,736,0,3,0
B00494,50,F,married,bachelor,self-employed,Madhesh,retail,128966,651,0,1,1
B00495,66,M,married,master,salaried,Madhesh,construction,81852,651,0,4,1
B00496,25,F,single,secondary,salaried,Sudurpashchim,services,77663,622,0,4,0
B00497,32,M,single,secondary,salaried,Gandaki,retail,90553,726,1,3,0
B00498,36,F,married,secondary,self-employed,Gandaki,wholesale,97024,600,0,0,1
B00499,46,F,married,secondary,business_owner,Lumbini,health,100056,643,0,1,0
B00500,46,F,married,master,salaried,Gandaki,services,64736,624,0,4,1
B00501,68,F,married,bachelor,self-employed,Koshi,education,51116,528,0,3,0
B00502,41,M,married,secondary,salaried,Koshi,wholesale,110097,649,0,3,1
B00503,59,M,widowed,secondary,self-employed,Karnali,manufacturing,112921,672,0,2,1
B00504,56,M,married,secondary,business_owner,Koshi,retail,15000,632,0,1,0
B00505,53,M,married,master,self-employed,Koshi,manufacturing,124993,660,0,0,0
B00506,50,F,married,secondary,business_owner,Lumbini,agriculture,54033,662,0,3,0
B00507,57,M,single,phd,salaried,Madhesh,wholesale,80413,668,0,2,0
B00508,43,F,married,bachelor,agriculture,Koshi,manufacturing,15000,617,0,0,0
B00509,30,F,single,secondary,self-employed,Karnali,agriculture,72156,614,0,0,1
B00510,25,F,divorced,master,self-employed,Gandaki,agriculture,125228,678,0,2,1
B00511,56,M,married,bachelor,business_owner,Koshi,construction,182848,594,0,2,1
B00512,54,F,married,bachelor,salaried,Karnali,wholesale,76135,663,0,0,0
B00513,51,F,married,phd,business_owner,Lumbini,manufacturing,155435,765,0,1,1
B00514,30,M,single,primary,self-employed,Sudurpashchim,health,42592,673,0,0,0
B00515,39,F,single,primary,salaried,Sudurpashchim,education,80766,575,0,0,1
B00516,52,F,married,bachelor,salaried,Sudurpashchim,health,87019,685,0,3,1
B00517,21,M,single,secondary,salaried,Gandaki,services,121394,720,0,2,1
B00518,25,M,married,secondary,informal,Karnali,construction,35651,631,0,2,1
B00519,65,M,divorced,primary,business_owner,Koshi,manufacturing,120733,659,0,3,0
B00520,24,M,divorced,primary,salaried,Madhesh,retail,71562,627,0,1,0
B00521,36,M,married,master,salaried,Gandaki,construction,83971,650,0,2,1
B00522,44,M,single,secondary,self-employed,Gandaki,agriculture,111415,638,0,4,0
B00523,36,M,married,bachelor,agriculture,Sudurpashchim,retail,69096,699,0,2,0
B00524,22,M,divorced,bachelor,salaried,Madhesh,retail,89759,766,0,1,1
B00525,69,F,single,secondary,salaried,Sudurpashchim,construction,40377,678,1,2,1
B00526,48,M,married,primary,informal,Gandaki,retail,15000,590,0,3,0
B00527,52,F,married,master,salaried,Koshi,retail,59712,814,0,0,0
B00528,47,M,married,primary,salaried,Sudurpashchim,services,69291,707,0,1,0
B00529,40,M,widowed,master,informal,Sudurpashchim,retail,35800,718,0,3,1
B00530,44,M,single,master,self-employed,Sudurpashchim,education,71209,671,1,4,1
B00531,32,M,divorced,secondary,salaried,Gandaki,services,63275,688,0,1,1
B00532,70,M,married,bachelor,salaried,Koshi,manufacturing,81548,656,0,1,1
B00533,55,F,widowed,bachelor,salaried,Madhesh,health,49326,725,1,1,0
B00534,53,M,married,secondary,salaried,Bagmati,manufacturing,68443,649,0,1,0
B00535,53,F,married,master,informal,Madhesh,services,43947,702,0,3,1
B00536,63,F,single,master,self-employed,Koshi,construction,101640,728,0,0,1
B00537,57,M,married,secondary,business_owner,Lumbini,services,172285,744,0,1,0
B00538,32,M,single,bachelor,informal,Sudurpashchim,wholesale,70261,732,0,3,1
B00539,23,F,widowed,master,self-employed,Madhesh,construction,62620,619,1,1,0
B00540,21,M,married,phd,salaried,Lumbini,construction,30000,762,0,2,0
B00541,53,M,married,bachelor,self-employed,Lumbini,construction,77742,712,0,1,1
B00542,60,O,divorced,secondary,informal,Koshi,health,21170,692,0,3,0
B00543,30,M,single,secondary,agriculture,Koshi,construction,99222,698,0,4,1
B00544,63,F,married,master,salaried,Sudurpashchim,construction,52542,666,0,1,0
B00545,64,O,single,secondary,business_owner,Bagmati,education,145372,649,0,3,1
B00546,49,M,single,bachelor,self-employed,Karnali,retail,113021,655,0,4,1
B00547,33,M,single,secondary,informal,Gandaki,services,50109,746,1,4,1
B00548,32,M,married,secondary,salaried,Madhesh,construction,111534,679,0,1,0
B00549,51,M,single,secondary,self-employed,Koshi,manufacturing,78925,690,0,1,0
B00550,66,M,single,phd,agriculture,Madhesh,retail,34972,678,0,1,1
B00551,22,F,single,primary,self-employed,Karnali,wholesale,58401,638,0,1,0
B00552,70,M,single,bachelor,self-employed,Karnali,services,107500,557,0,1,1
B00553,55,M,widowed,primary,salaried,Sudurpashchim,manufacturing,66204,717,0,0,1
B00554,43,O,married,secondary,salaried,Lumbini,construction,52270,711,0,2,0
B00555,37,F,widowed,secondary,salaried,Sudurpashchim,health,78826,674,0,2,1
B00556,46,F,married,bachelor,informal,Gandaki,construction,55638,615,0,3,1
B00557,28,M,single,secondary,salaried,Bagmati,education,75426,775,1,3,1
B00558,49,F,married,secondary,self-employed,Madhesh,services,111987,656,0,1,0
B00559,46,M,married,primary,business_owner,Gandaki,services,123964,689,0,1,0
B00560,30,M,married,secondary,salaried,Bagmati,services,58127,636,0,2,0
B00561,46,M,single,phd,self-employed,Madhesh,manufacturing,109342,601,0,0,0
B00562,54,F,single,master,business_owner,Gandaki,retail,79946,707,0,0,0
B00563,61,M,single,secondary,agriculture,Koshi,manufacturing,29680,592,0,3,1
B00564,27,M,married,bachelor,business_owner,Madhesh,agriculture,172017,688,0,0,0
B00565,24,M,married,master,business_owner,Gandaki,services,104346,688,0,3,0
B00566,70,M,single,primary,salaried,Karnali,health,103313,613,0,3,0
B00567,65,F,single,master,informal,Bagmati,manufacturing,57848,604,0,1,0
B00568,31,F,married,master,salaried,Gandaki,retail,61523,633,0,3,0
B00569,49,F,single,primary,agriculture,Koshi,services,58751,640,0,1,1
B00570,56,M,married,secondary,salaried,Sudurpashchim,agriculture,120567,591,0,3,0
B00571,45,M,married,phd,informal,Madhesh,services,56314,613,0,3,0
B00572,41,M,single,bachelor,business_owner,Madhesh,retail,146176,679,1,0,0
B00573,56,M,single,primary,business_owner,Madhesh,manufacturing,93237,784,0,2,1
B00574,30,M,married,secondary,salaried,Koshi,health,106891,730,0,2,0
B00575,57,F,married,secondary,self-employed,Bagmati,services,124538,684,0,0,0
B00576,29,M,married,bachelor,self-employed,Madhesh,education,67433,737,1,4,1
B00577,44,M,married,bachelor,agriculture,Bagmati,construction,83847,739,0,1,0
B00578,55,M,single,phd,salaried,Gandaki,retail,73295,658,0,1,1
B00579,69,M,married,secondary,informal,Karnali,agriculture,32394,689,0,0,1
B00580,55,M,married,bachelor,informal,Karnali,services,36022,729,0,2,0
B00581,68,F,single,bachelor,salaried,Bagmati,wholesale,87554,736,0,3,1
B00582,56,F,married,secondary,agriculture,Bagmati,agriculture,34996,737,0,2,1
B00583,38,F,single,secondary,self-employed,Karnali,construction,51906,619,0,2,0
B00584,69,M,married,phd,self-employed,Madhesh,retail,71833,740,0,2,1
B00585,59,M,single,master,salaried,Lumbini,education,64209,777,1,1,0
B00586,52,M,married,bachelor,self-employed,Lumbini,construction,64800,757,0,1,0
B00587,44,M,married,bachelor,business_owner,Koshi,health,99572,615,0,0,1
B00588,43,F,married,secondary,self-employed,Sudurpashchim,wholesale,112507,601,0,0,1
B00589,52,M,single,bachelor,business_owner,Karnali,health,131542,701,1,0,1
B00590,57,M,married,bachelor,business_owner,Karnali,services,96796,756,0,4,0
B00591,32,M,married,bachelor,business_owner,Koshi,retail,100746,687,0,4,1
B00592,69,M,married,phd,salaried,Lumbini,construction,67366,662,0,0,1
B00593,33,F,married,bachelor,agriculture,Gandaki,agriculture,48660,670,0,1,0
B00594,43,M,married,secondary,self-employed,Madhesh,manufacturing,82894,731,0,0,1
B00595,45,M,married,master,salaried,Madhesh,services,87604,657,0,3,0
B00596,55,M,married,secondary,salaried,Gandaki,retail,73940,701,0,1,0
B00597,61,M,married,secondary,self-employed,Gandaki,agriculture,91793,668,1,2,0
B00598,50,F,married,secondary,informal,Lumbini,services,66401,626,0,2,0
B00599,37,F,married,secondary,salaried,Koshi,manufacturing,107533,622,0,2,1
B00600,69,F,widowed,master,business_owner,Gandaki,services,64606,704,0,1,0
B00601,40,F,divorced,bachelor,salaried,Koshi,health,38421,526,0,0,1
B00602,68,M,married,master,self-employed,Sudurpashchim,manufacturing,74517,701,0,0,0
B00603,45,F,single,bachelor,informal,Bagmati,construction,56746,666,0,1,0
B00604,42,M,married,secondary,agriculture,Madhesh,health,56767,727,0,3,1
B00605,33,M,married,master,salaried,Lumbini,manufacturing,91081,708,1,1,0
B00606,39,F,married,secondary,self-employed,Madhesh,retail,73229,677,0,0,1
B00607,69,M,married,secondary,salaried,Lumbini,retail,30865,616,0,3,1
B00608,56,F,married,bachelor,self-employed,Bagmati,agriculture,43996,619,1,0,1
B00609,32,M,married,secondary,agriculture,Madhesh,wholesale,60165,640,0,0,1
B00610,61,F,married,primary,agriculture,Bagmati,manufacturing,69111,723,0,3,1
B00611,39,F,married,bachelor,salaried,Lumbini,retail,31864,772,0,2,1
B00612,32,F,married,bachelor,informal,Gandaki,wholesale,66159,693,0,1,0
B00613,29,F,married,secondary,self-employed,Sudurpashchim,services,98938,643,0,2,1
B00614,27,F,married,phd,salaried,Madhesh,health,68591,648,0,2,0
B00615,48,M,single,bachelor,self-employed,Bagmati,manufacturing,66195,651,0,0,0
B00616,34,M,single,master,self-employed,Karnali,health,132734,732,0,2,0
B00617,51,M,divorced,secondary,self-employed,Madhesh,health,111910,650,1,2,1
B00618,39,F,single,bachelor,self-employed,Madhesh,retail,99724,673,0,4,1
B00619,67,M,married,master,self-employed,Madhesh,wholesale,63057,749,0,4,0
B00620,36,F,married,bachelor,salaried,Koshi,construction,102283,644,0,1,0
B00621,25,M,married,bachelor,agriculture,Bagmati,education,50546,706,0,2,1
B00622,55,M,married,secondary,self-employed,Bagmati,services,93970,725,0,0,0
B00623,32,F,single,primary,salaried,Madhesh,health,71461,678,0,0,0
B00624,45,M,married,secondary,agriculture,Gandaki,retail,36220,782,0,1,1
B00625,41,M,married,secondary,informal,Madhesh,wholesale,49795,767,1,2,1
B00626,56,M,married,master,informal,Koshi,agriculture,55454,689,0,2,0
B00627,43,F,single,secondary,salaried,Lumbini,services,61167,631,0,1,0
B00628,36,F,married,phd,salaried,Koshi,retail,74681,633,0,3,1
B00629,59,M,single,master,self-employed,Gandaki,services,86754,687,0,3,1
B00630,65,M,single,secondary,salaried,Madhesh,retail,88302,615,1,2,0
B00631,62,M,single,secondary,informal,Bagmati,agriculture,40515,690,0,0,0
B00632,59,F,single,master,salaried,Sudurpashchim,education,74531,768,0,3,0
B00633,34,F,married,phd,salaried,Karnali,education,78743,678,0,3,1
B00634,51,M,married,secondary,self-employed,Madhesh,agriculture,75352,674,0,0,1
B00635,25,M,divorced,secondary,salaried,Gandaki,services,53492,722,0,1,0
B00636,55,M,widowed,bachelor,agriculture,Bagmati,services,38073,704,0,4,1
B00637,43,F,married,bachelor,self-employed,Koshi,retail,97275,612,0,2,1
B00638,49,F,single,secondary,salaried,Lumbini,services,65293,650,0,1,1
B00639,63,M,married,bachelor,salaried,Lumbini,retail,65028,779,0,0,1
B00640,31,M,married,primary,self-employed,Sudurpashchim,construction,103124,693,0,2,0
B00641,38,M,married,primary,salaried,Madhesh,education,90389,620,0,1,0
B00642,67,F,single,secondary,self-employed,Koshi,manufacturing,120751,664,0,0,1
B00643,32,M,married,secondary,self-employed,Sudurpashchim,construction,66624,577,0,1,1
B00644,29,F,married,secondary,business_owner,Karnali,retail,161523,573,0,0,0
B00645,30,F,married,bachelor,informal,Karnali,manufacturing,76274,729,0,2,1
B00646,64,M,single,secondary,informal,Sudurpashchim,agriculture,46891,675,0,4,0
B00647,37,M,married,secondary,informal,Gandaki,services,43900,704,0,1,0
B00648,58,M,single,secondary,salaried,Lumbini,wholesale,64364,739,1,2,0
B00649,27,F,single,phd,salaried,Koshi,education,48724,694,0,1,1
B00650,66,F,married,secondary,salaried,Madhesh,construction,86845,715,1,0,1
B00651,33,F,single,secondary,informal,Bagmati,education,43967,689,0,4,0
B00652,60,M,single,bachelor,informal,Madhesh,construction,42754,746,0,0,1
B00653,62,M,single,phd,agriculture,Madhesh,health,62372,773,0,0,1
B00654,29,F,married,secondary,salaried,Koshi,retail,85589,686,0,1,1
B00655,70,F,married,bachelor,informal,Lumbini,retail,35987,684,0,2,0
B00656,47,M,married,bachelor,self-employed,Koshi,services,67691,693,0,1,0
B00657,22,F,married,bachelor,salaried,Bagmati,retail,57572,669,0,0,1
B00658,25,F,single,primary,self-employed,Sudurpashchim,manufacturing,148405,653,0,3,1
B00659,49,F,married,bachelor,salaried,Koshi,agriculture,99542,733,0,1,1
B00660,57,F,married,primary,self-employed,Gandaki,manufacturing,106211,653,0,0,1
B00661,58,F,single,bachelor,salaried,Madhesh,wholesale,62491,650,0,1,1
B00662,39,F,married,bachelor,self-employed,Lumbini,education,77292,724,0,0,0
B00663,28,M,divorced,secondary,self-employed,Karnali,retail,95903,729,0,1,1
B00664,68,M,single,master,agriculture,Bagmati,services,89764,803,0,2,0
B00665,65,F,married,primary,business_owner,Karnali,agriculture,132999,742,0,3,0
B00666,21,M,single,master,self-employed,Madhesh,construction,100264,720,0,1,0
B00667,42,M,single,bachelor,agriculture,Koshi,services,15000,728,0,0,1
B00668,37,M,divorced,secondary,informal,Karnali,retail,48863,667,0,0,1
B00669,27,M,married,secondary,salaried,Gandaki,manufacturing,42122,706,1,1,0
B00670,45,F,married,master,self-employed,Koshi,retail,70390,709,0,0,0
B00671,65,F,married,primary,salaried,Madhesh,retail,70937,645,0,1,0
B00672,24,M,single,secondary,salaried,Karnali,agriculture,63957,672,0,0,1
B00673,56,M,married,secondary,business_owner,Sudurpashchim,wholesale,91381,727,1,2,1
B00674,26,M,married,bachelor,agriculture,Bagmati,services,38713,674,0,1,1
B00675,51,F,married,bachelor,salaried,Karnali,services,65779,709,0,0,1
B00676,39,F,widowed,secondary,agriculture,Sudurpashchim,health,45415,724,0,1,0
B00677,64,M,married,secondary,agriculture,Sudurpashchim,health,50364,722,1,0,0
B00678,59,F,married,secondary,informal,Karnali,services,44182,770,0,2,1
B00679,47,F,married,secondary,salaried,Lumbini,wholesale,95577,643,0,1,0
B00680,30,F,single,secondary,informal,Karnali,wholesale,15000,765,0,0,0
B00681,46,F,single,bachelor,salaried,Madhesh,wholesale,74899,701,0,1,0
B00682,39,M,single,secondary,self-employed,Sudurpashchim,manufacturing,87130,721,0,1,1
B00683,59,F,married,secondary,salaried,Bagmati,manufacturing,67316,713,0,3,1
B00684,23,M,married,secondary,salaried,Madhesh,services,55883,711,0,4,0
B00685,65,F,married,phd,business_owner,Gandaki,services,113263,640,0,0,1
B00686,33,F,divorced,master,self-employed,Koshi,retail,35994,719,0,2,0
B00687,70,F,married,master,salaried,Karnali,services,74134,596,0,1,1
B00688,48,F,married,secondary,salaried,Lumbini,services,77761,790,1,0,1
B00689,40,M,single,primary,business_owner,Bagmati,manufacturing,88316,696,0,0,0
B00690,48,M,single,secondary,salaried,Lumbini,agriculture,108813,739,1,3,1
B00691,28,O,married,secondary,agriculture,Lumbini,agriculture,47832,712,0,1,1
B00692,61,F,married,bachelor,salaried,Lumbini,services,70881,677,0,4,0
B00693,59,M,married,master,salaried,Karnali,manufacturing,96715,645,0,1,0
B00694,21,M,single,master,salaried,Bagmati,wholesale,112842,635,0,0,1
B00695,23,M,single,master,self-employed,Bagmati,retail,51299,718,0,2,0
B00696,33,F,married,secondary,salaried,Sudurpashchim,agriculture,58456,715,0,3,1
B00697,48,F,single,bachelor,salaried,Lumbini,wholesale,67946,706,0,3,1
B00698,69,M,single,secondary,informal,Sudurpashchim,agriculture,33856,669,0,2,0
B00699,45,M,married,primary,business_owner,Sudurpashchim,construction,158075,698,0,1,0
B00700,53,F,single,bachelor,salaried,Koshi,education,52940,652,0,0,1
B00701,58,F,married,primary,self-employed,Karnali,health,122998,638,0,0,0
B00702,26,M,married,secondary,agriculture,Karnali,retail,61225,660,0,1,1
B00703,64,F,single,secondary,salaried,Madhesh,health,93280,662,0,4,1
B00704,65,M,married,bachelor,salaried,Sudurpashchim,agriculture,53029,756,0,2,1
B00705,52,M,married,master,business_owner,Karnali,agriculture,102742,600,0,3,1
B00706,65,F,married,secondary,self-employed,Lumbini,retail,111939,673,0,1,1
B00707,67,F,married,master,self-employed,Gandaki,education,106497,710,0,2,1
B00708,41,F,single,secondary,salaried,Lumbini,retail,64262,784,1,3,1
B00709,36,F,married,secondary,salaried,Bagmati,construction,67109,642,0,1,1
B00710,41,F,single,bachelor,business_owner,Karnali,retail,100454,614,0,1,1
B00711,31,M,married,bachelor,salaried,Karnali,agriculture,66571,715,0,2,1
B00712,57,M,married,phd,self-employed,Madhesh,services,56039,684,0,2,0
B00713,56,M,divorced,secondary,self-employed,Sudurpashchim,retail,51003,663,0,4,1
B00714,55,M,married,bachelor,salaried,Gandaki,retail,90108,699,0,1,0
B00715,39,F,single,bachelor,informal,Karnali,services,41918,722,0,0,0
B00716,40,O,single,master,agriculture,Madhesh,retail,70723,716,0,1,0
